Timestamp,Pattern,DetectionDate,Commentary,Outcome
2025-07-03 21:15:04,Hammer,2025-03-11,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:15:04,Hammer,2025-03-12,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:15:04,Hammer,2025-03-13,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:15:04,Three White Soldiers,2025-03-13,Strong bullish momentum continuation,Pending
2025-07-03 21:15:04,Hammer,2025-03-18,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:15:04,Three Black Crows,2025-03-21,Strong bearish momentum continuation,Pending
2025-07-03 21:15:04,Hammer,2025-03-24,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:15:04,Hammer,2025-03-25,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:15:04,Bearish Engulfing,2025-03-26,Sellers rejecting previous bullish move,Pending
2025-07-03 21:15:04,Hammer,2025-03-27,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:15:04,Three Black Crows,2025-04-01,Strong bearish momentum continuation,Pending
2025-07-03 21:15:04,Three White Soldiers,2025-04-04,Strong bullish momentum continuation,Pending
2025-07-03 21:15:04,Bullish Engulfing,2025-04-08,Buyers overtaking sellers with strong move,Pending
2025-07-03 21:15:04,Hammer,2025-04-21,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:15:04,Three White Soldiers,2025-04-22,Strong bullish momentum continuation,Pending
2025-07-03 21:15:04,Three White Soldiers,2025-04-28,Strong bullish momentum continuation,Pending
2025-07-03 21:15:04,Three White Soldiers,2025-04-29,Strong bullish momentum continuation,Pending
2025-07-03 21:15:04,Three White Soldiers,2025-04-30,Strong bullish momentum continuation,Pending
2025-07-03 21:15:04,Hammer,2025-05-01,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:15:04,Three White Soldiers,2025-05-01,Strong bullish momentum continuation,Pending
2025-07-03 21:15:04,Bearish Engulfing,2025-05-02,Sellers rejecting previous bullish move,Pending
2025-07-03 21:15:04,Evening Star,2025-05-02,Bearish 3-candle reversal,Pending
2025-07-03 21:15:04,Three Black Crows,2025-05-06,Strong bearish momentum continuation,Pending
2025-07-03 21:15:04,Hammer,2025-05-07,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:15:04,Hammer,2025-05-09,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:15:04,Three White Soldiers,2025-05-09,Strong bullish momentum continuation,Pending
2025-07-03 21:15:04,Three White Soldiers,2025-05-12,Strong bullish momentum continuation,Pending
2025-07-03 21:15:04,Three Black Crows,2025-05-20,Strong bearish momentum continuation,Pending
2025-07-03 21:15:04,Hammer,2025-05-23,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:15:04,Three White Soldiers,2025-05-23,Strong bullish momentum continuation,Pending
2025-07-03 21:15:04,Three White Soldiers,2025-05-26,Strong bullish momentum continuation,Pending
2025-07-03 21:15:04,Hammer,2025-05-28,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:15:04,Bearish Engulfing,2025-05-29,Sellers rejecting previous bullish move,Pending
2025-07-03 21:15:04,Hammer,2025-05-30,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:15:04,Three Black Crows,2025-06-04,Strong bearish momentum continuation,Pending
2025-07-03 21:15:04,Hammer,2025-06-05,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:15:04,Three White Soldiers,2025-06-09,Strong bullish momentum continuation,Pending
2025-07-03 21:15:04,Three White Soldiers,2025-06-10,Strong bullish momentum continuation,Pending
2025-07-03 21:15:04,Three White Soldiers,2025-06-16,Strong bullish momentum continuation,Pending
2025-07-03 21:15:04,Three White Soldiers,2025-06-17,Strong bullish momentum continuation,Pending
2025-07-03 21:15:04,Doji,2025-06-20,Indecision candle — market balance,Pending
2025-07-03 21:15:04,Three Black Crows,2025-06-20,Strong bearish momentum continuation,Pending
2025-07-03 21:15:04,Morning Star,2025-06-23,Bullish 3-candle reversal,Pending
2025-07-03 21:15:04,Hammer,2025-06-25,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:15:04,Three White Soldiers,2025-06-27,Strong bullish momentum continuation,Pending
2025-07-03 21:15:04,Hammer,2025-07-01,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:15:04,Hammer,2025-07-02,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:15:04,Three White Soldiers,2025-07-03,Strong bullish momentum continuation,Pending
2025-07-03 21:16:47,Three Black Crows,2024-12-10,Strong bearish momentum continuation,Pending
2025-07-03 21:16:47,Hammer,2024-12-18,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:16:47,Hammer,2024-12-25,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:16:47,Doji,2024-12-26,Indecision candle — market balance,Pending
2025-07-03 21:16:47,Hammer,2024-12-27,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:16:47,Doji,2024-12-27,Indecision candle — market balance,Pending
2025-07-03 21:16:47,Three Black Crows,2025-01-01,Strong bearish momentum continuation,Pending
2025-07-03 21:16:47,Three Black Crows,2025-01-02,Strong bearish momentum continuation,Pending
2025-07-03 21:16:47,Three Black Crows,2025-01-03,Strong bearish momentum continuation,Pending
2025-07-03 21:16:47,Three Black Crows,2025-01-06,Strong bearish momentum continuation,Pending
2025-07-03 21:16:47,Three Black Crows,2025-01-07,Strong bearish momentum continuation,Pending
2025-07-03 21:16:47,Doji,2025-01-09,Indecision candle — market balance,Pending
2025-07-03 21:16:47,Hammer,2025-01-10,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:16:47,Hammer,2025-01-13,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:16:47,Three White Soldiers,2025-01-14,Strong bullish momentum continuation,Pending
2025-07-03 21:16:47,Hammer,2025-01-16,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:16:47,Doji,2025-01-16,Indecision candle — market balance,Pending
2025-07-03 21:16:47,Hammer,2025-01-17,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:16:47,Hammer,2025-01-20,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:16:47,Three White Soldiers,2025-01-20,Strong bullish momentum continuation,Pending
2025-07-03 21:16:47,Hammer,2025-01-21,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:16:47,Doji,2025-01-21,Indecision candle — market balance,Pending
2025-07-03 21:16:47,Three White Soldiers,2025-01-21,Strong bullish momentum continuation,Pending
2025-07-03 21:16:47,Evening Star,2025-01-22,Bearish 3-candle reversal,Pending
2025-07-03 21:16:47,Hammer,2025-01-24,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:16:47,Hammer,2025-01-29,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:16:47,Hammer,2025-01-31,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:16:47,Three White Soldiers,2025-01-31,Strong bullish momentum continuation,Pending
2025-07-03 21:16:47,Doji,2025-02-03,Indecision candle — market balance,Pending
2025-07-03 21:16:47,Three White Soldiers,2025-02-03,Strong bullish momentum continuation,Pending
2025-07-03 21:16:47,Evening Star,2025-02-04,Bearish 3-candle reversal,Pending
2025-07-03 21:16:47,Three Black Crows,2025-02-06,Strong bearish momentum continuation,Pending
2025-07-03 21:16:47,Three Black Crows,2025-02-07,Strong bearish momentum continuation,Pending
2025-07-03 21:16:47,Three Black Crows,2025-02-13,Strong bearish momentum continuation,Pending
2025-07-03 21:16:47,Three Black Crows,2025-02-14,Strong bearish momentum continuation,Pending
2025-07-03 21:16:47,Three Black Crows,2025-02-17,Strong bearish momentum continuation,Pending
2025-07-03 21:16:47,Three Black Crows,2025-02-21,Strong bearish momentum continuation,Pending
2025-07-03 21:16:47,Three Black Crows,2025-02-24,Strong bearish momentum continuation,Pending
2025-07-03 21:16:47,Bearish Engulfing,2025-02-26,Sellers rejecting previous bullish move,Pending
2025-07-03 21:16:47,Bullish Engulfing,2025-03-03,Buyers overtaking sellers with strong move,Pending
2025-07-03 21:16:47,Hammer,2025-03-04,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:16:47,Hammer,2025-03-11,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:16:47,Hammer,2025-03-12,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:16:47,Hammer,2025-03-13,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:16:47,Three White Soldiers,2025-03-13,Strong bullish momentum continuation,Pending
2025-07-03 21:16:47,Hammer,2025-03-18,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:16:47,Three Black Crows,2025-03-21,Strong bearish momentum continuation,Pending
2025-07-03 21:16:48,Hammer,2025-03-24,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:16:48,Hammer,2025-03-25,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:16:48,Bearish Engulfing,2025-03-26,Sellers rejecting previous bullish move,Pending
2025-07-03 21:16:48,Hammer,2025-03-27,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:16:48,Three Black Crows,2025-04-01,Strong bearish momentum continuation,Pending
2025-07-03 21:16:48,Three White Soldiers,2025-04-04,Strong bullish momentum continuation,Pending
2025-07-03 21:16:48,Bullish Engulfing,2025-04-08,Buyers overtaking sellers with strong move,Pending
2025-07-03 21:16:48,Hammer,2025-04-21,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:16:48,Three White Soldiers,2025-04-22,Strong bullish momentum continuation,Pending
2025-07-03 21:16:48,Three White Soldiers,2025-04-28,Strong bullish momentum continuation,Pending
2025-07-03 21:16:48,Three White Soldiers,2025-04-29,Strong bullish momentum continuation,Pending
2025-07-03 21:16:48,Three White Soldiers,2025-04-30,Strong bullish momentum continuation,Pending
2025-07-03 21:16:48,Hammer,2025-05-01,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:16:48,Three White Soldiers,2025-05-01,Strong bullish momentum continuation,Pending
2025-07-03 21:16:48,Bearish Engulfing,2025-05-02,Sellers rejecting previous bullish move,Pending
2025-07-03 21:16:48,Evening Star,2025-05-02,Bearish 3-candle reversal,Pending
2025-07-03 21:16:48,Three Black Crows,2025-05-06,Strong bearish momentum continuation,Pending
2025-07-03 21:16:48,Hammer,2025-05-07,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:16:48,Hammer,2025-05-09,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:16:48,Three White Soldiers,2025-05-09,Strong bullish momentum continuation,Pending
2025-07-03 21:16:48,Three White Soldiers,2025-05-12,Strong bullish momentum continuation,Pending
2025-07-03 21:16:48,Three Black Crows,2025-05-20,Strong bearish momentum continuation,Pending
2025-07-03 21:16:48,Hammer,2025-05-23,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:16:48,Three White Soldiers,2025-05-23,Strong bullish momentum continuation,Pending
2025-07-03 21:16:48,Three White Soldiers,2025-05-26,Strong bullish momentum continuation,Pending
2025-07-03 21:16:48,Hammer,2025-05-28,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:16:48,Bearish Engulfing,2025-05-29,Sellers rejecting previous bullish move,Pending
2025-07-03 21:16:48,Hammer,2025-05-30,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:16:48,Three Black Crows,2025-06-04,Strong bearish momentum continuation,Pending
2025-07-03 21:16:48,Hammer,2025-06-05,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:16:48,Three White Soldiers,2025-06-09,Strong bullish momentum continuation,Pending
2025-07-03 21:16:48,Three White Soldiers,2025-06-10,Strong bullish momentum continuation,Pending
2025-07-03 21:16:48,Three White Soldiers,2025-06-16,Strong bullish momentum continuation,Pending
2025-07-03 21:16:48,Three White Soldiers,2025-06-17,Strong bullish momentum continuation,Pending
2025-07-03 21:16:48,Doji,2025-06-20,Indecision candle — market balance,Pending
2025-07-03 21:16:48,Three Black Crows,2025-06-20,Strong bearish momentum continuation,Pending
2025-07-03 21:16:48,Morning Star,2025-06-23,Bullish 3-candle reversal,Pending
2025-07-03 21:16:48,Hammer,2025-06-25,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:16:48,Three White Soldiers,2025-06-27,Strong bullish momentum continuation,Pending
2025-07-03 21:16:48,Hammer,2025-07-01,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:16:48,Hammer,2025-07-02,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:16:48,Three White Soldiers,2025-07-03,Strong bullish momentum continuation,Pending
2025-07-03 21:17:34,Three Black Crows,2024-12-10,Strong bearish momentum continuation,Pending
2025-07-03 21:17:34,Hammer,2024-12-18,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:17:34,Hammer,2024-12-25,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:17:34,Doji,2024-12-26,Indecision candle — market balance,Pending
2025-07-03 21:17:34,Hammer,2024-12-27,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:17:34,Doji,2024-12-27,Indecision candle — market balance,Pending
2025-07-03 21:17:34,Three Black Crows,2025-01-01,Strong bearish momentum continuation,Pending
2025-07-03 21:17:34,Three Black Crows,2025-01-02,Strong bearish momentum continuation,Pending
2025-07-03 21:17:34,Three Black Crows,2025-01-03,Strong bearish momentum continuation,Pending
2025-07-03 21:17:34,Three Black Crows,2025-01-06,Strong bearish momentum continuation,Pending
2025-07-03 21:17:34,Three Black Crows,2025-01-07,Strong bearish momentum continuation,Pending
2025-07-03 21:17:34,Doji,2025-01-09,Indecision candle — market balance,Pending
2025-07-03 21:17:34,Hammer,2025-01-10,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:17:34,Hammer,2025-01-13,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:17:34,Three White Soldiers,2025-01-14,Strong bullish momentum continuation,Pending
2025-07-03 21:17:34,Hammer,2025-01-16,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:17:34,Doji,2025-01-16,Indecision candle — market balance,Pending
2025-07-03 21:17:34,Hammer,2025-01-17,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:17:34,Hammer,2025-01-20,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:17:34,Three White Soldiers,2025-01-20,Strong bullish momentum continuation,Pending
2025-07-03 21:17:34,Hammer,2025-01-21,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:17:34,Doji,2025-01-21,Indecision candle — market balance,Pending
2025-07-03 21:17:34,Three White Soldiers,2025-01-21,Strong bullish momentum continuation,Pending
2025-07-03 21:17:34,Evening Star,2025-01-22,Bearish 3-candle reversal,Pending
2025-07-03 21:17:34,Hammer,2025-01-24,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:17:34,Hammer,2025-01-29,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:17:34,Hammer,2025-01-31,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:17:34,Three White Soldiers,2025-01-31,Strong bullish momentum continuation,Pending
2025-07-03 21:17:34,Doji,2025-02-03,Indecision candle — market balance,Pending
2025-07-03 21:17:34,Three White Soldiers,2025-02-03,Strong bullish momentum continuation,Pending
2025-07-03 21:17:34,Evening Star,2025-02-04,Bearish 3-candle reversal,Pending
2025-07-03 21:17:34,Three Black Crows,2025-02-06,Strong bearish momentum continuation,Pending
2025-07-03 21:17:34,Three Black Crows,2025-02-07,Strong bearish momentum continuation,Pending
2025-07-03 21:17:34,Three Black Crows,2025-02-13,Strong bearish momentum continuation,Pending
2025-07-03 21:17:34,Three Black Crows,2025-02-14,Strong bearish momentum continuation,Pending
2025-07-03 21:17:34,Three Black Crows,2025-02-17,Strong bearish momentum continuation,Pending
2025-07-03 21:17:34,Three Black Crows,2025-02-21,Strong bearish momentum continuation,Pending
2025-07-03 21:17:34,Three Black Crows,2025-02-24,Strong bearish momentum continuation,Pending
2025-07-03 21:17:34,Bearish Engulfing,2025-02-26,Sellers rejecting previous bullish move,Pending
2025-07-03 21:17:34,Bullish Engulfing,2025-03-03,Buyers overtaking sellers with strong move,Pending
2025-07-03 21:17:34,Hammer,2025-03-04,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:17:34,Hammer,2025-03-11,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:17:34,Hammer,2025-03-12,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:17:34,Hammer,2025-03-13,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:17:34,Three White Soldiers,2025-03-13,Strong bullish momentum continuation,Pending
2025-07-03 21:17:34,Hammer,2025-03-18,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:17:34,Three Black Crows,2025-03-21,Strong bearish momentum continuation,Pending
2025-07-03 21:17:34,Hammer,2025-03-24,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:17:34,Hammer,2025-03-25,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:17:34,Bearish Engulfing,2025-03-26,Sellers rejecting previous bullish move,Pending
2025-07-03 21:17:34,Hammer,2025-03-27,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:17:34,Three Black Crows,2025-04-01,Strong bearish momentum continuation,Pending
2025-07-03 21:17:34,Three White Soldiers,2025-04-04,Strong bullish momentum continuation,Pending
2025-07-03 21:17:34,Bullish Engulfing,2025-04-08,Buyers overtaking sellers with strong move,Pending
2025-07-03 21:17:34,Hammer,2025-04-21,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:17:34,Three White Soldiers,2025-04-22,Strong bullish momentum continuation,Pending
2025-07-03 21:17:34,Three White Soldiers,2025-04-28,Strong bullish momentum continuation,Pending
2025-07-03 21:17:34,Three White Soldiers,2025-04-29,Strong bullish momentum continuation,Pending
2025-07-03 21:17:34,Three White Soldiers,2025-04-30,Strong bullish momentum continuation,Pending
2025-07-03 21:17:34,Hammer,2025-05-01,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:17:34,Three White Soldiers,2025-05-01,Strong bullish momentum continuation,Pending
2025-07-03 21:17:34,Bearish Engulfing,2025-05-02,Sellers rejecting previous bullish move,Pending
2025-07-03 21:17:34,Evening Star,2025-05-02,Bearish 3-candle reversal,Pending
2025-07-03 21:17:34,Three Black Crows,2025-05-06,Strong bearish momentum continuation,Pending
2025-07-03 21:17:34,Hammer,2025-05-07,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:17:34,Hammer,2025-05-09,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:17:34,Three White Soldiers,2025-05-09,Strong bullish momentum continuation,Pending
2025-07-03 21:17:34,Three White Soldiers,2025-05-12,Strong bullish momentum continuation,Pending
2025-07-03 21:17:34,Three Black Crows,2025-05-20,Strong bearish momentum continuation,Pending
2025-07-03 21:17:34,Hammer,2025-05-23,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:17:34,Three White Soldiers,2025-05-23,Strong bullish momentum continuation,Pending
2025-07-03 21:17:34,Three White Soldiers,2025-05-26,Strong bullish momentum continuation,Pending
2025-07-03 21:17:34,Hammer,2025-05-28,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:17:34,Bearish Engulfing,2025-05-29,Sellers rejecting previous bullish move,Pending
2025-07-03 21:17:34,Hammer,2025-05-30,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:17:34,Three Black Crows,2025-06-04,Strong bearish momentum continuation,Pending
2025-07-03 21:17:34,Hammer,2025-06-05,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:17:34,Three White Soldiers,2025-06-09,Strong bullish momentum continuation,Pending
2025-07-03 21:17:34,Three White Soldiers,2025-06-10,Strong bullish momentum continuation,Pending
2025-07-03 21:17:34,Three White Soldiers,2025-06-16,Strong bullish momentum continuation,Pending
2025-07-03 21:17:34,Three White Soldiers,2025-06-17,Strong bullish momentum continuation,Pending
2025-07-03 21:17:34,Doji,2025-06-20,Indecision candle — market balance,Pending
2025-07-03 21:17:34,Three Black Crows,2025-06-20,Strong bearish momentum continuation,Pending
2025-07-03 21:17:34,Morning Star,2025-06-23,Bullish 3-candle reversal,Pending
2025-07-03 21:17:34,Hammer,2025-06-25,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:17:34,Three White Soldiers,2025-06-27,Strong bullish momentum continuation,Pending
2025-07-03 21:17:34,Hammer,2025-07-01,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:17:34,Hammer,2025-07-02,"Long lower wick, bullish reversal possible",Pending
2025-07-03 21:17:34,Three White Soldiers,2025-07-03,Strong bullish momentum continuation,Pending
